id,acc_user,acc_asset,nam_asset,amt_trans,tye_flow,dte_trans,tme_trans,acc_asset_related,nam_asset_related,cod_trans_type,txt_trans_type,txt_trans_type_sub,txt_remark
404,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200713,,,,,餐饮,,
405,lxnkf54X,,农业银行 C位出道 3118,50.0,,20200713,,,,,交通,,
406,lxnkf54X,,农业银行 C位出道 3118,7.0,,20200712,,,,,餐饮,,
407,lxnkf54X,,农业银行 C位出道 3118,87.5,,20200711,,,,,人情,,投食
408,lxnkf54X,,农业银行 C位出道 3118,200.96,,20200711,,,,,住房,,
409,lxnkf54X,,农业银行 C位出道 3118,37.14,,20200711,,,,,餐饮,,
410,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200711,,,,,餐饮,,
411,lxnkf54X,,微信钱包 HAN-MC,40.0,,20200711,,,,,住房,,
412,lxnkf54X,,农业银行 C位出道 3118,24.0,,20200711,,,,,购物,数码,
413,lxnkf54X,,农业银行 C位出道 3118,50.0,,20200710,,,,,交通,,充值公交卡
414,lxnkf54X,,蚂蚁花呗 信用卡,12.86,,20200710,,,,,餐饮,,
415,lxnkf54X,,农业银行 C位出道 3118,18.0,,20200710,,,,,餐饮,,
416,lxnkf54X,,农业银行 C位出道 3118,5.0,,20200710,,,,,餐饮,,
417,lxnkf54X,,微信钱包 HAN-MC,6.28,,20200710,,,,,住房,,
418,lxnkf54X,,农业银行 C位出道 3118,300.0,,20200709,,,,,文教,,apple pencil
419,lxnkf54X,,支付宝 韩梦成呀,12.0,,20200709,,,,,日常琐碎,快递,
420,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200709,,,,,餐饮,,
421,lxnkf54X,,农业银行 C位出道 3118,45.0,,20200709,,,,,娱乐,游戏,
422,lxnkf54X,,支付宝 韩梦成呀,3.0,,20200708,,,,,利息支出,,
423,lxnkf54X,,农业银行 C位出道 3118,4.6,,20200708,,,,,餐饮,,
424,lxnkf54X,,支付宝 韩梦成呀,12.86,,20200708,,,,,餐饮,,
425,lxnkf54X,,农业银行 C位出道 3118,14.0,,20200708,,,,,餐饮,,
426,lxnkf54X,,微信钱包 HAN-MC,13.0,,20200707,,,,,日常琐碎,快递,
427,lxnkf54X,,农业银行 C位出道 3118,9.0,,20200707,,,,,餐饮,,
428,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200707,,,,,餐饮,,
429,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200707,,,,,餐饮,,
430,lxnkf54X,,农业银行 C位出道 3118,21.8,,20200706,,,,,餐饮,,
431,lxnkf54X,,农业银行 C位出道 3118,7.0,,20200706,,,,,餐饮,,
432,lxnkf54X,,农业银行 C位出道 3118,12.0,,20200704,,,,,日常琐碎,快递,
433,lxnkf54X,,蚂蚁花呗 信用卡,19.64,,20200704,,,,,餐饮,,
434,lxnkf54X,,农业银行 C位出道 3118,21.97,,20200704,,,,,通讯,,
435,lxnkf54X,,蚂蚁花呗 信用卡,27.75,,20200703,,,,,交通,,
436,lxnkf54X,,农业银行 C位出道 3118,16.0,,20200703,,,,,餐饮,,
437,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200702,,,,,餐饮,,
438,lxnkf54X,,农业银行 C位出道 3118,10.0,,20200702,,,,,餐饮,,
439,lxnkf54X,,农业银行 C位出道 3118,5.8,,20200702,,,,,餐饮,,
440,lxnkf54X,,农业银行 漂亮妈妈 9132,10.0,,20200702,,,,,餐饮,,
441,lxnkf54X,,农业银行 C位出道 3118,6.7,,20200701,,,,,餐饮,,
442,lxnkf54X,,农业银行 C位出道 3118,100.0,,20200701,,,,,交通,,
443,lxnkf54X,,微信钱包 HAN-MC,20.2,,20200701,,,,,人情,,生日红包
444,lxnkf54X,,农业银行 C位出道 3118,17.0,,20200701,,,,,餐饮,,
445,lxnkf54X,,微信钱包 HAN-MC,18.8,,20200701,,,,,人情,,
446,lxnkf54X,,农业银行 C位出道 3118,143.33,,20200630,,,,,餐饮,,
447,lxnkf54X,,农业银行 C位出道 3118,228.99,,20200630,,,,,餐饮,,
448,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200630,,,,,餐饮,,
449,lxnkf54X,,蚂蚁花呗 信用卡,3.0,,20200630,,,,,日常琐碎,,
450,lxnkf54X,,农业银行 C位出道 3118,7.1,,20200629,,,,,餐饮,,
451,lxnkf54X,,农业银行 C位出道 3118,9.8,,20200629,,,,,餐饮,,
452,lxnkf54X,,农业银行 工资卡 6675,77.0,,20200629,,,,,工作,党费,
453,lxnkf54X,,农业银行 工资卡 6675,65.0,,20200629,,,,,工作,工会费,
454,lxnkf54X,,农业银行 C位出道 3118,11.0,,20200629,,,,,餐饮,,
455,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200629,,,,,餐饮,,
456,lxnkf54X,,农业银行 C位出道 3118,20.0,,20200629,,,,,交通,,
457,lxnkf54X,,农业银行 C位出道 3118,104.6,,20200628,,,,,餐饮,,
458,lxnkf54X,,农业银行 C位出道 3118,9.0,,20200628,,,,,餐饮,,
459,lxnkf54X,,农业银行 C位出道 3118,18.0,,20200628,,,,,餐饮,,
460,lxnkf54X,,农业银行 C位出道 3118,31.8,,20200628,,,,,餐饮,,
461,lxnkf54X,,蚂蚁花呗 储蓄卡,25.0,,20200627,,,,,餐饮,,
462,lxnkf54X,,农业银行 工资卡 6675,1.0,,20200627,,,,,餐饮,,
463,lxnkf54X,,农业银行 工资卡 6675,1.0,,20200627,,,,,餐饮,,
464,lxnkf54X,,农业银行 工资卡 6675,26.2,,20200626,,,,,餐饮,,
465,lxnkf54X,,农业银行 工资卡 6675,3.0,,20200626,,,,,餐饮,,
466,lxnkf54X,,农业银行 工资卡 6675,12.95,,20200626,,,,,餐饮,,
467,lxnkf54X,,农业银行 工资卡 6675,18.0,,20200626,,,,,日常琐碎,快递,
468,lxnkf54X,,蚂蚁花呗 储蓄卡,21.57,,20200625,,,,,餐饮,,
469,lxnkf54X,,农业银行 C位出道 3118,0.3,,20200625,,,,,餐饮,,
470,lxnkf54X,,微信钱包 HAN-MC,27.34,,20200625,,,,,餐饮,,
471,lxnkf54X,,蚂蚁花呗 储蓄卡,19.0,,20200625,,,,,文教,,打印
472,lxnkf54X,,蚂蚁花呗 储蓄卡,28.9,,20200625,,,,,购物,日用,纸巾
473,lxnkf54X,,农业银行 工资卡 6675,21.57,,20200625,,,,,餐饮,,
474,lxnkf54X,,农业银行 C位出道 3118,16.0,,20200624,,,,,餐饮,,
475,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200624,,,,,餐饮,,
476,lxnkf54X,,农业银行 C位出道 3118,180.0,,20200623,,,,,娱乐,,china joy
477,lxnkf54X,,农业银行 C位出道 3118,9.0,,20200623,,,,,餐饮,,
478,lxnkf54X,,农业银行 C位出道 3118,17.0,,20200623,,,,,餐饮,,
479,lxnkf54X,,农业银行 工资卡 6675,12.0,,20200622,,,,,餐饮,,
480,lxnkf54X,,农业银行 C位出道 3118,14.0,,20200622,,,,,餐饮,,
481,lxnkf54X,,微信钱包 HAN-MC,1.5,,20200622,,,,,交通,,
482,lxnkf54X,,农业银行 C位出道 3118,44.2,,20200621,,,,,餐饮,,
483,lxnkf54X,,农业银行 C位出道 3118,18.9,,20200621,,,,,购物,日用,
484,lxnkf54X,,农业银行 C位出道 3118,79.0,,20200620,,,,,购物,鞋服,
485,lxnkf54X,,农业银行 C位出道 3118,12.0,,20200620,,,,,购物,日用,
486,lxnkf54X,,农业银行 C位出道 3118,118.0,,20200620,,,,,购物,鞋服,
487,lxnkf54X,,农业银行 C位出道 3118,257.56,,20200620,,,,,购物,鞋服,
488,lxnkf54X,,农业银行 C位出道 3118,299.9,,20200620,,,,,购物,鞋服,
489,lxnkf54X,,农业银行 C位出道 3118,178.0,,20200620,,,,,购物,鞋服,
490,lxnkf54X,,农业银行 C位出道 3118,255.96,,20200619,,,,,购物,日用,
491,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200619,,,,,餐饮,,
492,lxnkf54X,,蚂蚁花呗 储蓄卡,21.18,,20200619,,,,,餐饮,,
493,lxnkf54X,,农业银行 C位出道 3118,5.0,,20200618,,,,,文教,,
494,lxnkf54X,,蚂蚁花呗 储蓄卡,20.18,,20200618,,,,,餐饮,,
495,lxnkf54X,,农业银行 C位出道 3118,15.0,,20200618,,,,,餐饮,,
496,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200617,,,,,餐饮,,
497,lxnkf54X,,农业银行 C位出道 3118,18.0,,20200617,,,,,餐饮,,
498,lxnkf54X,,微信钱包 HAN-MC,8.88,,20200616,,,,,人情,,发红包
499,lxnkf54X,,微信钱包 HAN-MC,500.0,,20200616,,,,,人情,份子钱,陈保瞳结婚
500,lxnkf54X,,农业银行 C位出道 3118,16.0,,20200616,,,,,餐饮,,
501,lxnkf54X,,农业银行 C位出道 3118,6.8,,20200616,,,,,医疗,,创可贴
502,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200616,,,,,餐饮,,
503,lxnkf54X,,蚂蚁花呗 储蓄卡,0.1,,20200615,,,,,交通,,
504,lxnkf54X,,蚂蚁花呗 储蓄卡,19.3,,20200615,,,,,餐饮,,
505,lxnkf54X,,蚂蚁花呗 储蓄卡,26.0,,20200615,,,,,购物,日用,
506,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200615,,,,,餐饮,,
507,lxnkf54X,,支付宝 韩梦成呀,900.0,,20200615,,,,,住房,,三个月房租
508,lxnkf54X,,蚂蚁花呗 储蓄卡,69.0,,20200614,,,,,购物,日用,防晒喷雾
509,lxnkf54X,,蚂蚁花呗 储蓄卡,6.0,,20200614,,,,,餐饮,,
510,lxnkf54X,,蚂蚁花呗 储蓄卡,14.87,,20200614,,,,,餐饮,,
511,lxnkf54X,,蚂蚁花呗 储蓄卡,28.1,,20200612,,,,,餐饮,,
512,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200612,,,,,餐饮,,
513,lxnkf54X,,微信钱包 HAN-MC,80.5,,20200612,,,,,餐饮,,聚餐
514,lxnkf54X,,微信钱包 HAN-MC,41.5,,20200612,,,,,购物,,瑜伽垫
515,lxnkf54X,,农业银行 C位出道 3118,5.9,,20200612,,,,,餐饮,,
516,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200611,,,,,餐饮,,
517,lxnkf54X,,蚂蚁花呗 储蓄卡,6.0,,20200611,,,,,餐饮,,
518,lxnkf54X,,蚂蚁花呗 储蓄卡,14.9,,20200611,,,,,餐饮,,
519,lxnkf54X,,蚂蚁花呗 储蓄卡,21.8,,20200610,,,,,餐饮,,
520,lxnkf54X,,蚂蚁花呗 储蓄卡,31.5,,20200610,,,,,餐饮,,
521,lxnkf54X,,蚂蚁花呗 储蓄卡,19.3,,20200610,,,,,餐饮,,
522,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200610,,,,,餐饮,,
523,lxnkf54X,,蚂蚁花呗 储蓄卡,20.0,,20200610,,,,,文教,,VPN
524,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200610,,,,,餐饮,,
525,lxnkf54X,,农业银行 工资卡 6675,100.0,,20200610,,,,,交通,,充值交通卡
526,lxnkf54X,,微信钱包 HAN-MC,30.0,,20200610,,,,,住房,,小风扇
527,lxnkf54X,,蚂蚁花呗 储蓄卡,23.0,,20200609,,,,,餐饮,,
528,lxnkf54X,,蚂蚁花呗 储蓄卡,4.5,,20200609,,,,,餐饮,,
529,lxnkf54X,,蚂蚁花呗 储蓄卡,19.3,,20200608,,,,,餐饮,,
530,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200608,,,,,餐饮,,
531,lxnkf54X,,农业银行 C位出道 3118,18.0,,20200607,,,,,日常琐碎,快递,
532,lxnkf54X,,蚂蚁花呗 储蓄卡,14.5,,20200607,,,,,交通,,
533,lxnkf54X,,蚂蚁花呗 储蓄卡,34.7,,20200607,,,,,人情,,
534,lxnkf54X,,蚂蚁花呗 储蓄卡,15.0,,20200606,,,,,交通,,
535,lxnkf54X,,蚂蚁花呗 储蓄卡,84.4,,20200606,,,,,餐饮,,
536,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200605,,,,,餐饮,,
537,lxnkf54X,,蚂蚁花呗 储蓄卡,20.0,,20200605,,,,,餐饮,,
538,lxnkf54X,,蚂蚁花呗 储蓄卡,19.3,,20200605,,,,,餐饮,,
539,lxnkf54X,,蚂蚁花呗 储蓄卡,19.3,,20200604,,,,,餐饮,,
540,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200604,,,,,餐饮,,
541,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200604,,,,,餐饮,,
542,lxnkf54X,,微信钱包 HAN-MC,59.0,,20200604,,,,,住房,,水电
543,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200603,,,,,餐饮,,
544,lxnkf54X,,农业银行 C位出道 3118,10.0,,20200603,,,,,餐饮,,
545,lxnkf54X,,蚂蚁花呗 储蓄卡,15.2,,20200603,,,,,餐饮,,
546,lxnkf54X,,京东白条 储蓄卡,70.0,,20200603,,,,,文教,,SD大卡
547,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200602,,,,,餐饮,,
548,lxnkf54X,,蚂蚁花呗 储蓄卡,15.2,,20200602,,,,,餐饮,,
549,lxnkf54X,,农业银行 工资卡 6675,5.0,,20200601,,,,,餐饮,,
550,lxnkf54X,,蚂蚁花呗 储蓄卡,20.8,,20200601,,,,,餐饮,,
551,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200601,,,,,餐饮,,
552,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200601,,,,,餐饮,,
553,lxnkf54X,,蚂蚁花呗 储蓄卡,25.6,,20200601,,,,,餐饮,,
554,lxnkf54X,,蚂蚁花呗 储蓄卡,6.44,,20200531,,,,,餐饮,,
555,lxnkf54X,,蚂蚁花呗 储蓄卡,58.0,,20200531,,,,,日常琐碎,理发,
556,lxnkf54X,,蚂蚁花呗 储蓄卡,1.0,,20200531,,,,,文教,,
557,lxnkf54X,,蚂蚁花呗 储蓄卡,6.99,,20200531,,,,,文教,,
558,lxnkf54X,,蚂蚁花呗 储蓄卡,63.6,,20200529,,,,,文教,,wps会员一年
559,lxnkf54X,,蚂蚁花呗 储蓄卡,16.3,,20200529,,,,,餐饮,,
560,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200529,,,,,餐饮,,
561,lxnkf54X,,农业银行 工资卡 6675,100.0,,20200529,,,,,交通,,交通卡充值
562,lxnkf54X,,公交卡 Apple Watch上海交通卡,46.1,,20200529,,,,,交通,,累计交通费用
563,lxnkf54X,,蚂蚁花呗 储蓄卡,71.78,,20200529,,,,,交通,,
564,lxnkf54X,,蚂蚁花呗 储蓄卡,12.74,,20200529,,,,,交通,,
565,lxnkf54X,,蚂蚁花呗 储蓄卡,17.9,,20200528,,,,,餐饮,,
566,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200528,,,,,餐饮,,
567,lxnkf54X,,蚂蚁花呗 储蓄卡,24.86,,20200528,,,,,餐饮,,
568,lxnkf54X,,蚂蚁花呗 储蓄卡,91.12,,20200528,,,,,餐饮,,
569,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200527,,,,,餐饮,,
570,lxnkf54X,,农业银行 C位出道 3118,19.9,,20200527,,,,,人情,,
571,lxnkf54X,,蚂蚁花呗 储蓄卡,15.9,,20200527,,,,,餐饮,,
572,lxnkf54X,,蚂蚁花呗 储蓄卡,12.0,,20200526,,,,,日常琐碎,快递,
573,lxnkf54X,,蚂蚁花呗 储蓄卡,14.88,,20200526,,,,,餐饮,,
574,lxnkf54X,,蚂蚁花呗 储蓄卡,3.5,,20200526,,,,,餐饮,,
575,lxnkf54X,,蚂蚁花呗 储蓄卡,8.0,,20200525,,,,,餐饮,,
576,lxnkf54X,,蚂蚁花呗 储蓄卡,5.51,,20200524,,,,,餐饮,,
577,lxnkf54X,,农业银行 C位出道 3118,9.0,,20200524,,,,,餐饮,,
578,lxnkf54X,,农业银行 C位出道 3118,168.0,,20200524,,,,,餐饮,,
579,lxnkf54X,,农业银行 C位出道 3118,299.0,,20200524,,,,,餐饮,,
580,lxnkf54X,,蚂蚁花呗 储蓄卡,8.36,,20200523,,,,,购物,日用,
581,lxnkf54X,,支付宝 韩梦成呀,12.0,,20200523,,,,,日常琐碎,快递,
582,lxnkf54X,,蚂蚁花呗 储蓄卡,26.13,,20200523,,,,,餐饮,,
583,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.5,,20200522,,,,,交通,,
584,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.5,,20200522,,,,,交通,,
585,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200522,,,,,餐饮,,
586,lxnkf54X,,蚂蚁花呗 储蓄卡,99.0,,20200522,,,,,购物,日用,椅子
587,lxnkf54X,,蚂蚁花呗 储蓄卡,23.18,,20200522,,,,,餐饮,,
588,lxnkf54X,,蚂蚁花呗 储蓄卡,10.0,,20200522,,,,,餐饮,,
589,lxnkf54X,,蚂蚁花呗 储蓄卡,129.0,,20200522,,,,,文教,,
590,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.5,,20200521,,,,,交通,,
591,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.5,,20200521,,,,,交通,,
592,lxnkf54X,,蚂蚁花呗 储蓄卡,23.2,,20200521,,,,,餐饮,,
593,lxnkf54X,,蚂蚁花呗 储蓄卡,47.4,,20200521,,,,,餐饮,,
594,lxnkf54X,,微信钱包 HAN-MC,13.0,,20200520,,,,,餐饮,,
595,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200520,,,,,交通,,
596,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200520,,,,,交通,,
597,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200519,,,,,交通,,
598,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200519,,,,,交通,,
599,lxnkf54X,,蚂蚁花呗 储蓄卡,63.0,,20200519,,,,,文教,,鼠标
600,lxnkf54X,,蚂蚁花呗 储蓄卡,12.38,,20200519,,,,,餐饮,,
601,lxnkf54X,,蚂蚁花呗 储蓄卡,13.86,,20200519,,,,,餐饮,,
602,lxnkf54X,,农业银行 C位出道 3118,746.0,,20200519,,,,,购物,鞋服,
603,lxnkf54X,,微信钱包 HAN-MC,26.0,,20200519,,,,,餐饮,,
604,lxnkf54X,,蚂蚁花呗 储蓄卡,5.0,,20200518,,,,,文教,,
605,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200518,,,,,交通,,
606,lxnkf54X,,公交卡 Apple Watch上海交通卡,4.0,,20200518,,,,,交通,,
607,lxnkf54X,,蚂蚁花呗 储蓄卡,12.38,,20200518,,,,,餐饮,,
608,lxnkf54X,,微信钱包 HAN-MC,6.0,,20200517,,,,,日常琐碎,快递,
609,lxnkf54X,,京东白条 储蓄卡,1009.0,,20200517,,,,,人情,,菜菜礼物
610,lxnkf54X,,蚂蚁花呗 储蓄卡,9.0,,20200516,,,,,餐饮,,
611,lxnkf54X,,蚂蚁花呗 储蓄卡,30.82,,20200516,,,,,餐饮,,
612,lxnkf54X,,蚂蚁花呗 储蓄卡,16.36,,20200516,,,,,餐饮,,
613,lxnkf54X,,蚂蚁花呗 储蓄卡,2.0,,20200516,,,,,餐饮,,
614,lxnkf54X,,蚂蚁花呗 储蓄卡,9.0,,20200516,,,,,文教,,VPN
615,lxnkf54X,,蚂蚁花呗 储蓄卡,2.0,,20200516,,,,,文教,,Shadowrocket
616,lxnkf54X,,蚂蚁花呗 储蓄卡,16.44,,20200515,,,,,餐饮,,
617,lxnkf54X,,农业银行 C位出道 3118,6.5,,20200515,,,,,餐饮,,
618,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200515,,,,,餐饮,,
619,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200515,,,,,交通,,
620,lxnkf54X,,蚂蚁花呗 储蓄卡,13.36,,20200514,,,,,餐饮,,
621,lxnkf54X,,蚂蚁花呗 储蓄卡,17.4,,20200514,,,,,餐饮,,
622,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200514,,,,,餐饮,,
623,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200514,,,,,交通,,
624,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200514,,,,,交通,,
625,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200513,,,,,餐饮,,
626,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200513,,,,,交通,,
627,lxnkf54X,,蚂蚁花呗 储蓄卡,13.4,,20200513,,,,,餐饮,,
628,lxnkf54X,,蚂蚁花呗 储蓄卡,12.8,,20200513,,,,,文教,,
629,lxnkf54X,,微信钱包 HAN-MC,19.0,,20200513,,,,,日常琐碎,快递,
630,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200513,,,,,交通,,
631,lxnkf54X,,蚂蚁花呗 储蓄卡,15.9,,20200512,,,,,餐饮,,
632,lxnkf54X,,蚂蚁花呗 储蓄卡,5.0,,20200512,,,,,餐饮,,
633,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200512,,,,,交通,,
634,lxnkf54X,,蚂蚁花呗 储蓄卡,21.0,,20200512,,,,,餐饮,,
635,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200512,,,,,交通,,
636,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200511,,,,,交通,,
637,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200511,,,,,交通,,
638,lxnkf54X,,蚂蚁花呗 储蓄卡,16.9,,20200511,,,,,餐饮,,
639,lxnkf54X,,蚂蚁花呗 储蓄卡,18.9,,20200511,,,,,文教,,
640,lxnkf54X,,蚂蚁花呗 储蓄卡,22.0,,20200510,,,,,餐饮,,
641,lxnkf54X,,蚂蚁花呗 储蓄卡,947.0,,20200510,,,,,购物,鞋服,
642,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200509,,,,,交通,,
643,lxnkf54X,,公交卡 Apple Watch上海交通卡,5.0,,20200509,,,,,交通,,
644,lxnkf54X,,工商银行 投资资金池 东方财富 0282,36.32,,20200509,,,,,利息支出,,手续费
645,lxnkf54X,,蚂蚁花呗 储蓄卡,1.5,,20200509,,,,,交通,,
646,lxnkf54X,,蚂蚁花呗 储蓄卡,1.5,,20200509,,,,,交通,,
647,lxnkf54X,,蚂蚁花呗 储蓄卡,9.9,,20200509,,,,,交通,,
648,lxnkf54X,,蚂蚁花呗 储蓄卡,23.0,,20200509,,,,,餐饮,,
649,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200509,,,,,餐饮,,
650,lxnkf54X,,蚂蚁花呗 储蓄卡,19.0,,20200509,,,,,餐饮,,
651,lxnkf54X,,蚂蚁花呗 储蓄卡,25.26,,20200508,,,,,餐饮,,
652,lxnkf54X,,蚂蚁花呗 储蓄卡,120.85,,20200508,,,,,零食烟酒,,水果
653,lxnkf54X,,微信钱包 HAN-MC,120.0,,20200507,,,,,零食烟酒,,
654,lxnkf54X,,蚂蚁花呗 储蓄卡,200.0,,20200507,,,,,零食烟酒,,蛋糕
655,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200507,,,,,餐饮,,
656,lxnkf54X,,蚂蚁花呗 储蓄卡,27.25,,20200507,,,,,餐饮,,
657,lxnkf54X,,支付宝 韩梦成呀,14.9,,20200506,,,,,餐饮,,
658,lxnkf54X,,微信钱包 HAN-MC,8.0,,20200506,,,,,文教,,党费
659,lxnkf54X,,蚂蚁花呗 储蓄卡,22.76,,20200505,,,,,餐饮,,
660,lxnkf54X,,蚂蚁花呗 储蓄卡,23.76,,20200505,,,,,餐饮,,
661,lxnkf54X,,蚂蚁花呗 储蓄卡,6.12,,20200505,,,,,餐饮,,
662,lxnkf54X,,蚂蚁花呗 储蓄卡,15.0,,20200505,,,,,餐饮,,
663,lxnkf54X,,蚂蚁花呗 储蓄卡,2.0,,20200504,,,,,餐饮,,
664,lxnkf54X,,蚂蚁花呗 储蓄卡,30.33,,20200504,,,,,餐饮,,
665,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200503,,,,,餐饮,,
666,lxnkf54X,,蚂蚁花呗 储蓄卡,35.09,,20200503,,,,,餐饮,,
667,lxnkf54X,,微信钱包 HAN-MC,555.0,,20200503,,,,,住房,,除湿机
668,lxnkf54X,,蚂蚁花呗 储蓄卡,17.9,,20200502,,,,,餐饮,,
669,lxnkf54X,,蚂蚁花呗 储蓄卡,21.9,,20200502,,,,,餐饮,,
670,lxnkf54X,,蚂蚁花呗 储蓄卡,5.0,,20200502,,,,,餐饮,,
671,lxnkf54X,,蚂蚁花呗 储蓄卡,16.76,,20200501,,,,,餐饮,,
672,lxnkf54X,,蚂蚁花呗 储蓄卡,118.0,,20200501,,,,,娱乐,游戏,
673,lxnkf54X,,蚂蚁花呗 储蓄卡,678.0,,20200501,,,,,餐饮,,聚餐
674,lxnkf54X,,蚂蚁花呗 储蓄卡,19.0,,20200430,,,,,餐饮,,
675,lxnkf54X,,蚂蚁花呗 储蓄卡,63.59,,20200429,,,,,餐饮,,
676,lxnkf54X,,蚂蚁花呗 储蓄卡,31.0,,20200428,,,,,医疗,,皮炎平
677,lxnkf54X,,蚂蚁花呗 储蓄卡,12.8,,20200428,,,,,医疗,,创可贴
678,lxnkf54X,,微信钱包 HAN-MC,29.5,,20200428,,,,,餐饮,,
679,lxnkf54X,,蚂蚁花呗 储蓄卡,19.9,,20200428,,,,,餐饮,,果酱
680,lxnkf54X,,蚂蚁花呗 储蓄卡,26.9,,20200428,,,,,餐饮,,面包
681,lxnkf54X,,蚂蚁花呗 储蓄卡,178.74,,20200428,,,,,餐饮,,牛奶
682,lxnkf54X,,蚂蚁花呗 储蓄卡,69.0,,20200428,,,,,住房,,烤面包机
683,lxnkf54X,,蚂蚁花呗 储蓄卡,109.0,,20200427,,,,,购物,玩具,
684,lxnkf54X,,蚂蚁花呗 储蓄卡,46.0,,20200427,,,,,餐饮,,
685,lxnkf54X,,蚂蚁花呗 储蓄卡,98.27,,20200427,,,,,购物,日用,
686,lxnkf54X,,京东白条 储蓄卡,270.99,,20200427,,,,,住房,,购买厨具
687,lxnkf54X,,蚂蚁花呗 储蓄卡,14.0,,20200426,,,,,住房,,
688,lxnkf54X,,蚂蚁花呗 储蓄卡,6.0,,20200426,,,,,文教,,复印
689,lxnkf54X,,蚂蚁花呗 储蓄卡,62.0,,20200426,,,,,餐饮,,
690,lxnkf54X,,蚂蚁花呗 储蓄卡,16.9,,20200426,,,,,购物,日用,
691,lxnkf54X,,蚂蚁花呗 储蓄卡,32.3,,20200426,,,,,住房,,
692,lxnkf54X,,公交卡 Apple Watch上海交通卡,18.0,,20200426,,,,,交通,,
693,lxnkf54X,,蚂蚁花呗 储蓄卡,82.0,,20200426,,,,,餐饮,,
694,lxnkf54X,,蚂蚁花呗 储蓄卡,49.0,,20200425,,,,,通讯,,充话费
695,lxnkf54X,,蚂蚁花呗 储蓄卡,139.0,,20200425,,,,,餐饮,,
696,lxnkf54X,,蚂蚁花呗 储蓄卡,19.0,,20200425,,,,,餐饮,,
697,lxnkf54X,,蚂蚁花呗 储蓄卡,39.9,,20200425,,,,,住房,,
698,lxnkf54X,,蚂蚁花呗 储蓄卡,10.0,,20200424,,,,,餐饮,,
699,lxnkf54X,,蚂蚁花呗 储蓄卡,38.0,,20200424,,,,,餐饮,,
700,lxnkf54X,,蚂蚁花呗 储蓄卡,202.73,,20200424,,,,,购物,日用,
